,song,song_id,duration,popularity,artist,artist_id,song_id_f,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,0,1,2,3,4,5,6
85,White Rabbit,4vpeKl0vMGdAXpZiQB2Dtd,150640,68,['Jefferson Airplane'],['2qFr8w5sWUITRlzZ9kZotF'],4vpeKl0vMGdAXpZiQB2Dtd,0.486,0.551,0.293,0.000273,0.0864,-12.503,0.0272,106.798,0.322,Jefferson Airplane,,,,,,
86,Werewolf,5jXJbl9sB6ldSla4suSwXW,245293,42,['Cat Power'],['6G7OerKc3eBO9sVkRNopFC'],5jXJbl9sB6ldSla4suSwXW,0.45,0.433,0.112,0.0132,0.104,-14.043,0.0292,94.043,0.277,Cat Power,,,,,,
87,The Castle,1NgXyqJgzZWjrh3Ijsvld3,290692,23,['The Flaming Lips'],['16eRpMNXSQ15wuJoeqguaB'],1NgXyqJgzZWjrh3Ijsvld3,0.174,0.509,0.581,0.808,0.0853,-11.989,0.0458,149.994,0.38,The Flaming Lips,,,,,,
88,Don't Come Around Here No More,6J894UdfKofmIy0uMLRALt,304506,32,['Tom Petty and the Heartbreakers'],['4tX2TplrkIP4v05BNC903e'],6J894UdfKofmIy0uMLRALt,0.00101,0.504,0.579,0.00582,0.0933,-14.46,0.0322,160.542,0.925,Tom Petty and the Heartbreakers,,,,,,
89,Behind Blue Eyes,2X59ZxwE9x4pWnxsxKhr1E,221693,17,['The Who'],['67ea9eGLXYMsO2eYQRui3w'],2X59ZxwE9x4pWnxsxKhr1E,0.126,0.41,0.53,2.36e-05,0.285,-10.793,0.0342,128.556,0.263,The Who,,,,,,
90,Breathe (In The Air) - 2011 Remastered Version,25IXTmOkHk6dcvd4TSOb3e,169534,7,['Pink Floyd'],['0k17h0D3J5VfsdmQ1iZtE9'],25IXTmOkHk6dcvd4TSOb3e,0.391,0.431,0.375,0.721,0.143,-15.142,0.0347,128.153,0.258,Pink Floyd,,,,,,
91,Topsy,2PkXEFM27d4hQ0RLluS8MJ,194492,1,['Count Basie'],['2jFZlvIea42ZvcCw4OeEdA'],2PkXEFM27d4hQ0RLluS8MJ,0.843,0.766,0.382,0.0041,0.141,-12.883,0.0366,97.747,0.733,Count Basie,,,,,,
92,She's A Rainbow - Full Version / With Intro,61IBpJ6TymrEwd7bz3oPNp,251640,59,['The Rolling Stones'],['22bE4uQ6baNwSHPVcDxLCe'],61IBpJ6TymrEwd7bz3oPNp,0.415,0.472,0.75,0.0206,0.369,-10.434,0.0371,109.251,0.529,The Rolling Stones,,,,,,
93,Ocean Size,5lCjgHTEE7tbmzDVaCloGC,259666,39,"[""Jane's Addiction""]",['02NfyD6AlLA12crYzw5YcR'],5lCjgHTEE7tbmzDVaCloGC,0.0896,0.257,0.901,0.0137,0.227,-9.074,0.0832,93.286,0.252,Jane's Addiction,,,,,,
94,Happy Jack,4EQL3I68WEw20icaY5y6Cy,132800,36,['The Who'],['67ea9eGLXYMsO2eYQRui3w'],4EQL3I68WEw20icaY5y6Cy,0.0411,0.564,0.591,0.00597,0.12,-11.771,0.0601,128.982,0.958,The Who,,,,,,
95,On The Run - 2011 Remastered Version,59hoIXPS05Q00dW1ZrSbAU,225384,3,['Pink Floyd'],['0k17h0D3J5VfsdmQ1iZtE9'],59hoIXPS05Q00dW1ZrSbAU,0.65,0.388,0.563,0.902,0.104,-21.192,0.0628,165.393,0.137,Pink Floyd,,,,,,
96,Pauvre Lola,2lrug8FKQw8fPuhdYp4TAN,150000,0,['Serge Gainsbourg'],['01C9OoXDvCKkGcf735Tcfo'],2lrug8FKQw8fPuhdYp4TAN,0.192,0.681,0.529,0.0131,0.109,-11.239,0.0554,94.644,0.523,Serge Gainsbourg,,,,,,
97,Complexity (feat. Stewart Winter & Joe Saba),0wsjcOCoaNM03bffvin7Tb,89365,8,"['VideoHelper', 'Stewart Winter', 'Joe Saba']","['1Ns0eq421mLp21aS6A21Gu', '2iNyFmWoO5v6PLgbRlRvZU', '72QMqecNoYaHpOQs5oDKE1']",0wsjcOCoaNM03bffvin7Tb,0.876,0.631,0.681,0.696,0.157,-8.982,0.0329,147.098,0.47,VideoHelper,Stewart Winter,Joe Saba,,,,
98,Never My Love,2cwjS2UkebBgXfQgUZvr4W,190506,36,['The Association'],['2kuNswDC82PL9xRbfaZJaS'],2cwjS2UkebBgXfQgUZvr4W,0.564,0.495,0.271,0.00237,0.0716,-17.492,0.0282,95.284,0.555,The Association,,,,,,
99,Road To Nowhere - 2005 Remastered Version,2co8fDyaVmxv8xruQWORnC,260213,56,['Talking Heads'],['2x9SpqnPi8rlE9pjHBwmSC'],2co8fDyaVmxv8xruQWORnC,0.0404,0.654,0.789,1.29e-05,0.119,-4.901,0.0322,110.378,0.579,Talking Heads,,,,,,
100,Don't Say Goodbye,6vLGrZrZ1fuubJFV6RIqqU,137704,17,['Johnny Woodson'],['2pY7m820XxtaDVfF44hxoD'],6vLGrZrZ1fuubJFV6RIqqU,0.825,0.331,0.252,0.0,0.275,-9.343,0.0315,182.384,0.262,Johnny Woodson,,,,,,
101,Up The Beach,7CByzrzR4LCBxVI7lM8Ggv,181000,40,"[""Jane's Addiction""]",['02NfyD6AlLA12crYzw5YcR'],7CByzrzR4LCBxVI7lM8Ggv,0.151,0.218,0.699,0.971,0.117,-9.869,0.0549,112.937,0.0392,Jane's Addiction,,,,,,
102,Hyperactive!,0xuWD2fiePVonFgx7GRClW,249293,31,['Thomas Dolby'],['2Uz58cSxlJgefDaSikxYQ7'],0xuWD2fiePVonFgx7GRClW,0.0884,0.685,0.926,5.28e-05,0.206,-11.434,0.0635,105.177,0.789,Thomas Dolby,,,,,,
103,Monkey,4uL2oW0OLVngUN7Enm6tYJ,297773,23,['Robert Plant'],['1OwarW4LEHnoep20ixRA0y'],4uL2oW0OLVngUN7Enm6tYJ,0.0031,0.544,0.717,0.585,0.136,-8.131,0.0278,104.521,0.395,Robert Plant,,,,,,
104,Undiscovered First,4WKmQkTCJl9pA6CDRNXitD,298573,0,['Feist'],['6CWTBjOJK75cTE8Xv8u1kj'],4WKmQkTCJl9pA6CDRNXitD,0.349,0.572,0.405,2.52e-05,0.291,-7.445,0.0399,113.35,0.235,Feist,,,,,,
105,The Daily Mail,4dHDQFENPSHTR5OxyI1JB0,217797,46,['Radiohead'],['4Z8W4fKeB5YxbusRsdQVPb'],4dHDQFENPSHTR5OxyI1JB0,0.652,0.36,0.362,0.000128,0.107,-7.102,0.0385,116.846,0.159,Radiohead,,,,,,
106,Banana Splits (The Tra La La Song) [as heard in the movie Kick Ass],3m2udfg8tAshZEWqHGjIxA,102150,30,['The Dickies'],['3xWO6nOrnGGL9hfB2vWxLI'],3m2udfg8tAshZEWqHGjIxA,0.0421,0.441,0.956,2.32e-05,0.325,-4.547,0.104,108.538,0.874,The Dickies,,,,,,
107,Swinging On A Star,4dJj1PWYOVCtqw6orauCJw,173693,0,['Frank Sinatra'],['1Mxqyy3pSjf8kZZL4QVxS0'],4dJj1PWYOVCtqw6orauCJw,0.696,0.676,0.349,0.0,0.0738,-12.364,0.0453,128.131,0.809,Frank Sinatra,,,,,,
108,Metamorphosis,1h5GWxQF5IHJym7Da2mo8S,697986,10,['Sonny Simmons'],['4HfBxby5e2bCbVPe4pHeuV'],1h5GWxQF5IHJym7Da2mo8S,0.664,0.282,0.51,0.0343,0.0807,-14.806,0.0552,100.084,0.348,Sonny Simmons,,,,,,
109,Heroin,5ikUhVo4GHG0mVkSZjft4y,433573,2,"['The Velvet Underground', 'Nico']","['1nJvji2KIlWSseXRSlNYsC', '0IwlY33zbBXN7zlS9DP2Cj']",5ikUhVo4GHG0mVkSZjft4y,0.305,0.205,0.783,0.758,0.0986,-10.14,0.0758,146.87,0.268,The Velvet Underground,Nico,,,,,
110,"Requiem in D Minor, Op. 48: IV. Pie Jesu (Ed. Marc Rigaudière)",1jkymffjn9YGUfZxj6zx39,183293,17,"['Gabriel Fauré', ""Choir of King's College, Cambridge"", 'Tom Pickard', 'Stephen Cleobury', 'Orchestra of the Age of Enlightenment']","['2gClsBep1tt1rv1CN210SO', '0f3PsS9IQ6whvNMFFKnpjl', '72m32Hj89jw8u1ne5215b8', '0ugRf6ECGBFRCHlv9iG1No', '1WWZAYN8d4n4iwjYALmmKB']",1jkymffjn9YGUfZxj6zx39,0.964,0.183,0.0303,0.925,0.108,-27.999,0.0448,69.003,0.0422,Gabriel Fauré,"Choir of King's College, Cambridge",Tom Pickard,Stephen Cleobury,Orchestra of the Age of Enlightenment,,
111,Seeing Things Hearing Things,6yI95rQw2uxN9eYp7EKhJI,292640,20,['Jeff Russo'],['5L9DgM2FSb2Ny1vfxfyYU8'],6yI95rQw2uxN9eYp7EKhJI,0.797,0.537,0.0746,0.807,0.104,-24.024,0.0356,120.011,0.0517,Jeff Russo,,,,,,
112,"Requiem, Op. 48: In paradisum",4cvoczZfvHJOQX7gD9YPul,208333,9,"['Gabriel Fauré', 'Lisa Beckley', 'Nicholas Gedge', 'Oxford Schola Cantorum', 'Oxford Camerata', 'Colm Carey', 'Jeremy Summerly']","['2gClsBep1tt1rv1CN210SO', '1as94BCaGCiokfZjnS26MW', '1TeljVsKaNKiLsuHGl8AbD', '4n3fkOerBLaJCA9gRXcUMB', '1r5Se2Ts0fmLzFreCTOy2I', '5plFVB2j4d3PcHyggdglsG', '0eaRvM9NkpTV399cyiZUwf']",4cvoczZfvHJOQX7gD9YPul,0.982,0.0902,0.0285,0.887,0.0715,-28.526,0.0503,82.6,0.0344,Gabriel Fauré,Lisa Beckley,Nicholas Gedge,Oxford Schola Cantorum,Oxford Camerata,Colm Carey,Jeremy Summerly
113,David in Clockworks,21R4CeDkIsui0J7FIj87wu,46386,15,['Jeff Russo'],['5L9DgM2FSb2Ny1vfxfyYU8'],21R4CeDkIsui0J7FIj87wu,0.994,0.323,0.0236,0.845,0.0836,-30.0,0.0584,79.161,0.092,Jeff Russo,,,,,,
114,87 Days,15svSjVGrKv57C1GkivtsJ,513253,16,['Jeff Russo'],['5L9DgM2FSb2Ny1vfxfyYU8'],15svSjVGrKv57C1GkivtsJ,0.685,0.253,0.299,0.818,0.105,-22.922,0.0536,181.395,0.0753,Jeff Russo,,,,,,
115,"Requiem, Op. 48: Libera me",5s3NILUKOpagtt3cmStlOo,278133,8,"['Gabriel Fauré', 'Lisa Beckley', 'Nicholas Gedge', 'Oxford Schola Cantorum', 'Oxford Camerata', 'Colm Carey', 'Jeremy Summerly']","['2gClsBep1tt1rv1CN210SO', '1as94BCaGCiokfZjnS26MW', '1TeljVsKaNKiLsuHGl8AbD', '4n3fkOerBLaJCA9gRXcUMB', '1r5Se2Ts0fmLzFreCTOy2I', '5plFVB2j4d3PcHyggdglsG', '0eaRvM9NkpTV399cyiZUwf']",5s3NILUKOpagtt3cmStlOo,0.949,0.187,0.0506,0.0504,0.142,-24.582,0.0447,127.611,0.0398,Gabriel Fauré,Lisa Beckley,Nicholas Gedge,Oxford Schola Cantorum,Oxford Camerata,Colm Carey,Jeremy Summerly
116,Oh! You Pretty Things - 2015 Remastered Version,7Js4OF5MUb2bqJe09g4uQE,193986,55,['David Bowie'],['0oSGxfWSnnOXhD2fKuz2Gy'],7Js4OF5MUb2bqJe09g4uQE,0.797,0.557,0.276,0.0,0.0984,-9.92,0.035,76.321,0.249,David Bowie,,,,,,
117,"Art of Fear (feat. Vernon Reid, Brad Houser & Adam Sultan)",32S5vwDjd5bk0Pjtk6xDvf,179796,17,"['The Grassy Knoll', 'Adam Sultan', 'Vernon Reid', 'Brad Houser']","['40c3m7NOCfD9zb9tJmi00e', '4Gbb4V2G6luX09BrPdzZ9i', '1nCiDbYWnN9G4VQ4LxeyxD', '37rfH4kaxViMSMYfnOMN5s']",32S5vwDjd5bk0Pjtk6xDvf,0.00158,0.599,0.819,0.943,0.359,-8.409,0.0343,115.013,0.52,The Grassy Knoll,Adam Sultan,Vernon Reid,Brad Houser,,,
118,I'd Love to Change the World - 2004 Remaster,19HjHUjCfDrEYhVSIKG6nK,224133,60,['Ten Years After'],['7nkLRaWHImCvWGHdNGnhVE'],19HjHUjCfDrEYhVSIKG6nK,0.202,0.384,0.516,0.18,0.114,-12.032,0.0345,118.129,0.371,Ten Years After,,,,,,
119,"Volker, Op. 203: No. 3. Im Rosengarten zu Worms: Tranquillo",2CatVsRycSZv0PJgCoFbrC,358000,13,"['Joachim Raff', 'Ingolf Turban', 'Jascha Nemtsov']","['1LA9Zn3bgZCPA1VJVEvDa0', '6GzpEShG7BxIUvG1mKzkM5', '6WNQfw84fHn7xn5h9bZ8xk']",2CatVsRycSZv0PJgCoFbrC,0.981,0.0909,0.0953,0.752,0.0837,-21.704,0.0508,64.659,0.0374,Joachim Raff,Ingolf Turban,Jascha Nemtsov,,,,
120,Two Tribes,1hzriqSOMWW3OVlSuTIaWq,208333,45,['Frankie Goes To Hollywood'],['1mZu3rO7qSD09GdDpePHhY'],1hzriqSOMWW3OVlSuTIaWq,0.00259,0.531,0.739,0.0642,0.299,-8.551,0.0337,130.188,0.2,Frankie Goes To Hollywood,,,,,,
121,Mi Mujer,4QHKR48C18rwlpSYW6rH7p,411124,57,['Nicolas Jaar'],['5a0etAzO5V26gvlbmHzT9W'],4QHKR48C18rwlpSYW6rH7p,0.105,0.816,0.635,0.846,0.105,-8.354,0.0517,124.005,0.307,Nicolas Jaar,,,,,,
122,89 Days,2YX5qEyMDULm2XjmVRTmrT,389927,11,['Jeff Russo'],['5L9DgM2FSb2Ny1vfxfyYU8'],2YX5qEyMDULm2XjmVRTmrT,0.867,0.141,0.124,0.83,0.103,-23.449,0.0383,140.707,0.0393,Jeff Russo,,,,,,
123,Dance Battle,2bPykYce03q1uOogQ1m2DQ,311680,28,['Jeff Russo'],['5L9DgM2FSb2Ny1vfxfyYU8'],2bPykYce03q1uOogQ1m2DQ,0.101,0.703,0.347,0.82,0.5,-19.06,0.0675,92.997,0.211,Jeff Russo,,,,,,
124,Farouk / The Shadow King,6e7O60uyoeYwKDWHw9xf8X,313346,16,['Jeff Russo'],['5L9DgM2FSb2Ny1vfxfyYU8'],6e7O60uyoeYwKDWHw9xf8X,0.761,0.246,0.0505,0.551,0.102,-23.015,0.0436,129.379,0.0299,Jeff Russo,,,,,,
125,Future Syd,2ZD1VFRFKrKSTsg98lWRP4,310893,14,['Jeff Russo'],['5L9DgM2FSb2Ny1vfxfyYU8'],2ZD1VFRFKrKSTsg98lWRP4,0.919,0.286,0.0755,0.872,0.168,-21.34,0.0371,67.148,0.0369,Jeff Russo,,,,,,
126,Many Days (Synth),2s2sTM6VoOjlgedx3RkSci,767053,12,['Jeff Russo'],['5L9DgM2FSb2Ny1vfxfyYU8'],2s2sTM6VoOjlgedx3RkSci,0.8,0.127,0.0039,0.837,0.11,-23.869,0.0448,72.997,0.034,Jeff Russo,,,,,,
127,Where is David?,7a8jFgShX66sgzvZMMUORu,537440,11,['Jeff Russo'],['5L9DgM2FSb2Ny1vfxfyYU8'],7a8jFgShX66sgzvZMMUORu,0.0197,0.645,0.492,0.805,0.63,-11.875,0.0594,130.001,0.449,Jeff Russo,,,,,,
128,Lenny and Oliver (Farouk),3rWfbbIJCeWCEyx8rp0M4Q,55613,10,['Jeff Russo'],['5L9DgM2FSb2Ny1vfxfyYU8'],3rWfbbIJCeWCEyx8rp0M4Q,0.00252,0.146,0.0761,0.863,0.104,-21.907,0.0334,91.547,0.0382,Jeff Russo,,,,,,
129,Division 3,4tRh1GTGcPvuAOJHTyZkm5,54093,10,['Jeff Russo'],['5L9DgM2FSb2Ny1vfxfyYU8'],4tRh1GTGcPvuAOJHTyZkm5,0.858,0.207,0.00735,0.971,0.0986,-28.507,0.0445,134.651,0.0393,Jeff Russo,,,,,,
130,Orange Bridge,4BgFr9RJp7UbQtXAx6ACWf,77163,10,['Jeff Russo'],['5L9DgM2FSb2Ny1vfxfyYU8'],4BgFr9RJp7UbQtXAx6ACWf,0.694,0.286,0.165,0.896,0.109,-25.526,0.0446,120.112,0.107,Jeff Russo,,,,,,
131,Sliding Door David,2t1HEwk3d9onA0zjAgARJc,60746,10,['Jeff Russo'],['5L9DgM2FSb2Ny1vfxfyYU8'],2t1HEwk3d9onA0zjAgARJc,0.93,0.44,0.15,0.912,0.111,-22.267,0.0367,120.202,0.374,Jeff Russo,,,,,,
132,End of Life,2Dwkv6dE4yLmxvEZg5tzlr,50706,9,['Jeff Russo'],['5L9DgM2FSb2Ny1vfxfyYU8'],2Dwkv6dE4yLmxvEZg5tzlr,0.902,0.185,0.0629,0.955,0.111,-27.988,0.0513,73.598,0.0328,Jeff Russo,,,,,,
133,Lost in the Desert,1ouGIw6AqyiP0Eh20y7eKv,115146,11,['Jeff Russo'],['5L9DgM2FSb2Ny1vfxfyYU8'],1ouGIw6AqyiP0Eh20y7eKv,0.00422,0.769,0.497,0.892,0.194,-20.574,0.0645,139.996,0.657,Jeff Russo,,,,,,
134,208 Main on Ends,7oBHafgWk0qdMWwYYRejzS,76826,10,['Jeff Russo'],['5L9DgM2FSb2Ny1vfxfyYU8'],7oBHafgWk0qdMWwYYRejzS,0.593,0.287,0.119,0.893,0.121,-24.323,0.036,63.19,0.0314,Jeff Russo,,,,,,
135,Laboratory,58dQQbzLR82WidUDBFgDaS,46266,9,['Jeff Russo'],['5L9DgM2FSb2Ny1vfxfyYU8'],58dQQbzLR82WidUDBFgDaS,0.313,0.194,0.636,0.946,0.392,-10.803,0.0675,134.261,0.306,Jeff Russo,,,,,,
136,The Magic Man,4yqmUNEG33NfXJRrEANFWy,148685,26,['Jeff Russo'],['5L9DgM2FSb2Ny1vfxfyYU8'],4yqmUNEG33NfXJRrEANFWy,0.978,0.512,0.0339,0.318,0.0925,-27.866,0.0405,119.971,0.0448,Jeff Russo,,,,,,
137,Carousel,0URKEdG5VzQ1FHmrBu7wJL,117373,11,['Jeff Russo'],['5L9DgM2FSb2Ny1vfxfyYU8'],0URKEdG5VzQ1FHmrBu7wJL,0.995,0.563,0.0207,0.959,0.109,-27.864,0.0381,139.981,0.0353,Jeff Russo,,,,,,
138,202 Main on Ends (Full Version),6NTp5Yt0LCZSyE1jddHVsL,174680,14,['Jeff Russo'],['5L9DgM2FSb2Ny1vfxfyYU8'],6NTp5Yt0LCZSyE1jddHVsL,0.0512,0.538,0.451,0.922,0.11,-11.502,0.0274,139.982,0.23,Jeff Russo,,,,,,
139,Open,6ploPobBJrz3GCFnld23iz,190986,13,['Jeff Russo'],['5L9DgM2FSb2Ny1vfxfyYU8'],6ploPobBJrz3GCFnld23iz,0.875,0.266,0.221,0.422,0.0946,-24.18,0.0397,140.013,0.0344,Jeff Russo,,,,,,
140,The Caper 2,5VWQbSCGSAJeVgEfhEg54U,208373,18,['Jeff Russo'],['5L9DgM2FSb2Ny1vfxfyYU8'],5VWQbSCGSAJeVgEfhEg54U,0.701,0.806,0.3,0.746,0.0769,-20.25,0.0551,119.993,0.393,Jeff Russo,,,,,,
141,The Shift and Cascade,7KatNa6AOkaBU1sUhlUl6i,291866,14,['Jeff Russo'],['5L9DgM2FSb2Ny1vfxfyYU8'],7KatNa6AOkaBU1sUhlUl6i,0.878,0.285,0.086,0.353,0.0875,-20.083,0.0402,92.099,0.0547,Jeff Russo,,,,,,
142,Run,38NxOMR9kvgTQgqilUWsyd,50653,15,['Jeff Russo'],['5L9DgM2FSb2Ny1vfxfyYU8'],38NxOMR9kvgTQgqilUWsyd,0.809,0.523,0.451,0.869,0.091,-13.578,0.0464,81.735,0.416,Jeff Russo,,,,,,
143,Almost Legion,6JUXqmtMxhbGKnCRlA5Z6A,250920,14,['Jeff Russo'],['5L9DgM2FSb2Ny1vfxfyYU8'],6JUXqmtMxhbGKnCRlA5Z6A,0.0203,0.695,0.314,0.879,0.0829,-15.646,0.0426,95.007,0.442,Jeff Russo,,,,,,
144,Young David,01QlzyeMbWcySWPBYFJ8Qj,305626,22,['Jeff Russo'],['5L9DgM2FSb2Ny1vfxfyYU8'],01QlzyeMbWcySWPBYFJ8Qj,0.328,0.0797,0.135,0.82,0.15,-21.448,0.037,75.972,0.0348,Jeff Russo,,,,,,
145,174 Hours,6rsp7elmXUTp2cmYsWrKlT,527053,21,['Jeff Russo'],['5L9DgM2FSb2Ny1vfxfyYU8'],6rsp7elmXUTp2cmYsWrKlT,0.647,0.202,0.193,0.861,0.109,-13.683,0.0338,108.231,0.0399,Jeff Russo,,,,,,
146,David,6LvOCcs28IBONzA71SKJiq,391013,17,['Jeff Russo'],['5L9DgM2FSb2Ny1vfxfyYU8'],6LvOCcs28IBONzA71SKJiq,0.604,0.168,0.214,0.897,0.104,-25.141,0.0507,148.664,0.0339,Jeff Russo,,,,,,
147,Legion Main Title,6KZzpvizCPLajjcmpgkViG,87773,20,['Jeff Russo'],['5L9DgM2FSb2Ny1vfxfyYU8'],6KZzpvizCPLajjcmpgkViG,0.896,0.486,0.344,0.754,0.292,-14.998,0.0368,140.111,0.0762,Jeff Russo,,,,,,
148,Levitate,7qkKEJgmnmLxOIOKdIhyC3,149186,18,['Jeff Russo'],['5L9DgM2FSb2Ny1vfxfyYU8'],7qkKEJgmnmLxOIOKdIhyC3,0.82,0.624,0.316,0.868,0.0928,-21.305,0.0395,160.038,0.402,Jeff Russo,,,,,,
149,Clockworks,2oPhX322LF9xsQpHcUyKm5,56506,14,['Jeff Russo'],['5L9DgM2FSb2Ny1vfxfyYU8'],2oPhX322LF9xsQpHcUyKm5,0.843,0.716,0.17,0.628,0.145,-16.297,0.338,161.124,0.673,Jeff Russo,,,,,,
150,Chaos and Madness,3nymTJFceDveDnp0FWuWjW,154613,18,['Jeff Russo'],['5L9DgM2FSb2Ny1vfxfyYU8'],3nymTJFceDveDnp0FWuWjW,0.845,0.591,0.585,0.816,0.137,-17.112,0.0398,159.999,0.685,Jeff Russo,,,,,,
151,David and Syd,5NOcVGg4cSHCB8bE98q7S0,191253,17,['Jeff Russo'],['5L9DgM2FSb2Ny1vfxfyYU8'],5NOcVGg4cSHCB8bE98q7S0,0.939,0.254,0.0982,0.875,0.0763,-20.441,0.0405,120.347,0.0388,Jeff Russo,,,,,,
152,Choir and Crickets,2I7VOp7pFENpR4VfNj1nzA,140933,32,['Jeff Russo'],['5L9DgM2FSb2Ny1vfxfyYU8'],2I7VOp7pFENpR4VfNj1nzA,0.985,0.628,0.0625,0.0103,0.206,-26.372,0.0497,67.478,0.528,Jeff Russo,,,,,,
153,Tea and Memory,04nUQv6Y0dO9ApsgcTaBrV,119133,16,['Jeff Russo'],['5L9DgM2FSb2Ny1vfxfyYU8'],04nUQv6Y0dO9ApsgcTaBrV,0.932,0.248,0.0565,0.871,0.0813,-23.343,0.0378,137.915,0.0382,Jeff Russo,,,,,,
154,David Redux,1NQhumsR9IOC9w54c9zy3T,233546,25,['Jeff Russo'],['5L9DgM2FSb2Ny1vfxfyYU8'],1NQhumsR9IOC9w54c9zy3T,0.723,0.361,0.442,0.729,0.0842,-12.934,0.0353,64.773,0.043,Jeff Russo,,,,,,
155,Darkness (Full Suite),2XNP1Fjs2JApjyKXgOwOeO,300786,25,['Jeff Russo'],['5L9DgM2FSb2Ny1vfxfyYU8'],2XNP1Fjs2JApjyKXgOwOeO,0.54,0.435,0.428,0.529,0.13,-11.295,0.0341,119.999,0.123,Jeff Russo,,,,,,
156,Faded,2GQEM9JuHu30sGFvRYeCxz,223480,60,['ZHU'],['28j8lBWDdDSHSSt5oPlsX2'],2GQEM9JuHu30sGFvRYeCxz,0.00843,0.867,0.477,0.175,0.113,-7.183,0.049,124.979,0.614,ZHU,,,,,,
157,Lordly (feat. Alex Aiono),6c12fBpCtuVIq8OFxT0A3S,196091,56,"['Feder', 'Alex Aiono']","['5KnoVkIUGmK0PiDKMjz2LM', '5KPJMJR9PCfMWSfco8i4W4']",6c12fBpCtuVIq8OFxT0A3S,0.078,0.716,0.713,0.0331,0.0563,-6.246,0.0365,119.988,0.415,Feder,Alex Aiono,,,,,
158,Can't Stop Playing (Makes Me High) - Oliver Heldens & Gregor Salto Vocal Mix Edit,2Lc63y5evJYrxBVwhyxcgS,157466,7,"['Dr Kucho! and Gregor Salto', 'Ane Brun']","['0CjBUsGi1DV23dXqODzbKz', '2L3kwZFd16zjHz9a5kEPAm']",2Lc63y5evJYrxBVwhyxcgS,0.122,0.684,0.873,0.000284,0.173,-6.503,0.0397,124.967,0.816,Dr Kucho! and Gregor Salto,Ane Brun,,,,,
159,Moonlight,0A5gdlrpAuQqZ2iFgnqBFW,173066,70,['Gaullin'],['1aQwKFn00nswXRDUDipm0K'],0A5gdlrpAuQqZ2iFgnqBFW,0.0529,0.813,0.761,0.0119,0.337,-5.687,0.085,124.957,0.29,Gaullin,,,,,,
160,Pjanoo - Radio Edit,0F2BxpbxH8Yc3pLub48hrb,157432,64,['Eric Prydz'],['5sm0jQ1mq0dusiLtDJ2b4R'],0F2BxpbxH8Yc3pLub48hrb,0.000563,0.604,0.874,0.812,0.112,-4.949,0.0295,125.99,0.835,Eric Prydz,,,,,,
161,Later Bitches,0uL88Lp7C6i2WGHub1zrJ9,247976,68,['The Prince Karma'],['6ew7qRw24oov125Oly8pFD'],0uL88Lp7C6i2WGHub1zrJ9,0.000573,0.769,0.518,0.108,0.342,-6.563,0.102,121.116,0.504,The Prince Karma,,,,,,
162,Gecko (Overdrive) - Radio Edit,483XiZ5o13Cc1zoWV7jGml,165440,66,"['Oliver Heldens', 'Becky Hill']","['5nki7yRhxgM509M5ADlN1p', '4EPJlUEBy49EX1wuFOvtjK']",483XiZ5o13Cc1zoWV7jGml,0.00521,0.609,0.885,1.15e-05,0.336,-5.469,0.0642,124.959,0.76,Oliver Heldens,Becky Hill,,,,,
163,Promesses,1QEhJDZuVfhsTMVBP5Ws45,159572,56,"['Tchami', 'Kaleem Taylor']","['1KpCi9BOfviCVhmpI4G2sY', '4eQKo2fvEqEbdopHhSjlug']",1QEhJDZuVfhsTMVBP5Ws45,0.00986,0.72,0.782,0.00563,0.0992,-6.585,0.0573,124.088,0.506,Tchami,Kaleem Taylor,,,,,
164,Secrets - Radio Edit,6eE5LWw0DpIbTOdKwDUoE8,216967,13,"['Tiësto', 'KSHMR', 'Vassy']","['2o5jDhtHVPhrJdv3cEQ99Z', '2wX6xSig4Rig5kZU6ePlWe', '56r1N9JpztKsmNNk2FtpDU']",6eE5LWw0DpIbTOdKwDUoE8,0.00127,0.662,0.81,0.00653,0.0886,-4.442,0.0441,128.007,0.224,Tiësto,KSHMR,Vassy,,,,
165,Be Mine,2KklXplRtxMsBYo474Es0w,161322,72,['Ofenbach'],['4AKwRarlmsUlLjIwt38NLw'],2KklXplRtxMsBYo474Es0w,0.194,0.779,0.666,0.000556,0.0576,-7.361,0.0482,123.024,0.507,Ofenbach,,,,,,
166,On My Mind - Radio Edit,4nYqkWpr1PeBbhIEDuM8gG,186885,58,['Don Diablo'],['1l2ekx5skC4gJH8djERwh1'],4nYqkWpr1PeBbhIEDuM8gG,0.00547,0.578,0.941,0.812,0.412,-2.452,0.0835,125.986,0.274,Don Diablo,,,,,,
167,Jack,1AB2QUlvliy0QclNdEbZ6C,183581,43,['Breach'],['2MMkuQE0f6CDaamJdWXaCC'],1AB2QUlvliy0QclNdEbZ6C,0.000334,0.907,0.616,0.425,0.11,-7.073,0.0577,124.036,0.582,Breach,,,,,,
168,All Stars,26haJjtanhamtf25RXH0MO,170322,69,"['Martin Solveig', 'ALMA']","['1bj5GrcLom5gZFF5t949Xl', '6c0mTNAxJxlp9HpKTUZwA8']",26haJjtanhamtf25RXH0MO,0.148,0.777,0.712,0.000559,0.0599,-3.469,0.0451,124.033,0.609,Martin Solveig,ALMA,,,,,
